Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MARINA ONE RESIDENCES,"1,500,888",753.48,"1,992",Apr-25,MARINA WAY,Resale,Strata,70,"21,441",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,31 to 35
MELVILLE PARK,"1,400,000","1,474.67",949,Apr-25,SIMEI STREET 1,Resale,Strata,137,"10,219",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
VIVA VISTA,"728,000",387.5,"1,879",Apr-25,SOUTH BUONA VISTA ROAD,Resale,Strata,36,"20,222",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
MARTIN NO 38,"3,580,000","1,334.74","2,682",Apr-25,MARTIN ROAD,Resale,Strata,124,"28,871",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
RESIDENTIAL APARTMENTS,"3,000,000","1,506.96","1,991",Apr-25,DUBLIN ROAD,Resale,Strata,140,"21,429",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
RIPPLE BAY,"1,350,000","1,001.05","1,349",Apr-25,PASIR RIS LINK,Resale,Strata,93,"14,516",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
EASTERN LAGOON,"2,280,000","1,377.79","1,655",Apr-25,UPPER EAST COAST ROAD,Resale,Strata,128,"17,813",-,Condominium,1,Freehold,15,Outside Central Region,16 to 20
PARC MACKENZIE,"2,250,000","1,334.74","1,686",Apr-25,MACKENZIE ROAD,Resale,Strata,124,"18,145",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE SERENNO,"1,317,500",775.01,"1,700",Apr-25,HAIG ROAD,Resale,Strata,72,"18,299",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FORT GARDENS,"2,650,000","1,442.38","1,837",Apr-25,FORT ROAD,Resale,Strata,134,"19,776",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
ONE OXLEY RISE,"2,240,000","1,140.98","1,963",Apr-25,OXLEY RISE,Resale,Strata,106,"21,132",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ARTRA,"1,800,000",785.77,"2,291",Apr-25,ALEXANDRA VIEW,Resale,Strata,73,"24,658",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,06 to 10
THE CENTRIS,"1,888,000","1,151.75","1,639",Apr-25,JURONG WEST CENTRAL 3,Resale,Strata,107,"17,645",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
VILLE ROYALE,"2,480,000","1,291.68","1,920",Apr-25,RIVER VALLEY ROAD,Resale,Strata,120,"20,667",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE SEAFRONT ON MEYER,"5,520,000","2,314.26","2,385",Apr-25,MEYER ROAD,Resale,Strata,215,"25,674",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"3,190,000","1,646.89","1,937",Apr-25,KEPPEL BAY VIEW,Resale,Strata,153,"20,850",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
RIDGEWOOD,"2,900,000","1,743.77","1,663",Apr-25,RIDGEWOOD CLOSE,Resale,Strata,162,"17,901",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,06 to 10
AQUARIUS BY THE PARK,"1,700,000","1,431.61","1,187",Apr-25,BEDOK RESERVOIR VIEW,Resale,Strata,133,"12,782",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
SEASIDE RESIDENCES,"1,255,000",559.73,"2,242",Apr-25,SIGLAP LINK,Resale,Strata,52,"24,135",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,01 to 05
REGENTVILLE,"1,350,000","1,151.75","1,172",Apr-25,HOUGANG STREET 92,Resale,Strata,107,"12,617",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
THE REGALIA,"2,970,000","1,270.15","2,338",Apr-25,RIVER VALLEY CLOSE,Resale,Strata,118,"25,169",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
SOPHIA HILLS,"1,530,000",699.66,"2,187",Apr-25,MOUNT SOPHIA,Resale,Strata,65,"23,538",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
THE SANTORINI,"2,270,000","1,420.85","1,598",Apr-25,TAMPINES STREET 86,Resale,Strata,132,"17,197",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
OUE TWIN PEAKS,"2,380,000","1,054.87","2,256",Apr-25,LEONIE HILL ROAD,Resale,Strata,98,"24,286",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,21 to 25
ST THOMAS SUITES,"8,900,000","3,756.64","2,369",Apr-25,ST. THOMAS WALK,Resale,Strata,349,"25,501",-,Condominium,1,Freehold,09,Core Central Region,31 to 35
FORETT@BUKIT TIMAH,"2,600,000","1,033.34","2,516",Apr-25,TOH TUCK ROAD,Resale,Strata,96,"27,083",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
CHAPEL LODGE,"2,600,000","1,528.49","1,701",Apr-25,LORONG STANGEE,Resale,Strata,142,"18,310",-,Condominium,1,Freehold,15,Rest of Central Region,-
THE ARC AT DRAYCOTT,"2,820,000","1,130.22","2,495",Apr-25,DRAYCOTT DRIVE,Resale,Strata,105,"26,857",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
LAGOON VIEW,"1,700,000","1,646.89","1,032",Apr-25,MARINE PARADE ROAD,Resale,Strata,153,"11,111",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,11 to 15
SOLEIL @ SINARAN,"3,525,000","1,722.24","2,047",Apr-25,SINARAN DRIVE,Resale,Strata,160,"22,031",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,01 to 05
SENNETT ESTATE,"1,300,000","1,054.87","1,232",Apr-25,JALAN WANGI,Resale,Strata,98,"13,265",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
MIDWOOD,"1,370,000",699.66,"1,958",Apr-25,HILLVIEW RISE,Resale,Strata,65,"21,077",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,16 to 20
D'BANYAN,"935,000",828.83,"1,128",Apr-25,JALAN SENDUDOK,Resale,Strata,77,"12,143",-,Apartment,1,999 yrs lease commencing from 1885,27,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,156,888",613.55,"1,886",Apr-25,SERANGOON NORTH VIEW,Resale,Strata,57,"20,296",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
COSTA RHU,"4,725,017","2,217.38","2,131",Apr-25,RHU CROSS,Resale,Strata,206,"22,937",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
LIV ON SOPHIA,"1,250,000",527.44,"2,370",Apr-25,ADIS ROAD,Resale,Strata,49,"25,510",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE AZURE,"2,900,000","1,711.48","1,694",Apr-25,OCEAN DRIVE,Resale,Strata,159,"18,239",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
RIVERTREES RESIDENCES,"1,798,888","1,119.46","1,607",Apr-25,FERNVALE CLOSE,Resale,Strata,104,"17,297",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
FABER CREST,"1,270,000","1,011.82","1,255",Apr-25,FABER HEIGHTS,Resale,Strata,94,"13,511",-,Condominium,1,99 yrs lease commencing from 1996,05,Outside Central Region,01 to 05
WATERFRONT WAVES,"2,030,000","1,248.62","1,626",Apr-25,BEDOK RESERVOIR ROAD,Resale,Strata,116,"17,500",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10
CLEMENTIWOODS CONDOMINIUM,"2,610,000","1,625.36","1,606",Apr-25,WEST COAST ROAD,Resale,Strata,151,"17,285",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
PARC CENTROS,"2,910,000","1,679.18","1,733",Apr-25,PUNGGOL CENTRAL,Resale,Strata,156,"18,654",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
COSTA RHU,"2,100,000","1,399.32","1,501",Apr-25,RHU CROSS,Resale,Strata,130,"16,154",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
PARC ESTA,"2,240,000",958,"2,338",Apr-25,SIMS AVENUE,Resale,Strata,89,"25,169",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
TERESA VILLE,"2,500,000","1,356.26","1,843",Apr-25,LOWER DELTA ROAD,Resale,Strata,126,"19,841",-,Condominium,1,Freehold,04,Rest of Central Region,06 to 10
MELVILLE PARK,"912,000",958,952,Apr-25,SIMEI STREET 1,Resale,Strata,89,"10,247",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
ALEX RESIDENCES,"1,530,000",678.13,"2,256",Apr-25,ALEXANDRA VIEW,Resale,Strata,63,"24,286",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ALEXIS,"982,000",527.44,"1,862",Apr-25,ALEXANDRA ROAD,Resale,Strata,49,"20,041",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
BEVERLY HILL,"9,450,000","3,778.16","2,501",Apr-25,GRANGE ROAD,Resale,Strata,351,"26,923",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
BISHAN 8,"2,080,000","1,162.51","1,789",Apr-25,BISHAN STREET 21,Resale,Strata,108,"19,259",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,06 to 10
FOREST WOODS,"1,930,000",914.94,"2,109",Apr-25,LORONG LEW LIAN,Resale,Strata,85,"22,706",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
TERRASSE,"1,260,000",775.01,"1,626",Apr-25,TERRASSE LANE,Resale,Strata,72,"17,500",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
368 THOMSON,"1,750,000",871.88,"2,007",Apr-25,THOMSON ROAD,Resale,Strata,81,"21,605",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
NV RESIDENCES,"1,210,000","1,054.87","1,147",Apr-25,PASIR RIS GROVE,Resale,Strata,98,"12,347",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
DUO RESIDENCES,"1,622,000",721.19,"2,249",Apr-25,FRASER STREET,Resale,Strata,67,"24,209",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
CORALS AT KEPPEL BAY,"1,880,000",850.36,"2,211",Apr-25,KEPPEL BAY DRIVE,Resale,Strata,79,"23,797",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,06 to 10
A TREASURE TROVE,"1,910,000","1,205.57","1,584",Apr-25,PUNGGOL WALK,Resale,Strata,112,"17,054",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
LIVIA,"1,730,000","1,323.97","1,307",Apr-25,PASIR RIS GROVE,Resale,Strata,123,"14,065",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
AQUARIUS BY THE PARK,"1,588,000","1,227.1","1,294",Apr-25,BEDOK RESERVOIR VIEW,Resale,Strata,114,"13,930",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,06 to 10
PARC ROSEWOOD,"870,000",807.3,"1,078",Apr-25,ROSEWOOD DRIVE,Resale,Strata,75,"11,600",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
SKYSUITES@ANSON,"838,000",365.98,"2,290",Apr-25,ENGGOR STREET,Resale,Strata,34,"24,647",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,11 to 15
THE ESTA,"3,300,000","1,345.5","2,453",Apr-25,AMBER GARDENS,Resale,Strata,125,"26,400",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
ASTORIA PARK,"1,580,000","1,194.8","1,322",Apr-25,LORONG MYDIN,Resale,Strata,111,"14,234",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
THE ANTARES,"1,398,000",656.6,"2,129",Apr-25,MATTAR ROAD,Resale,Strata,61,"22,918",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
PARC ESTA,"1,700,000",742.72,"2,289",Apr-25,SIMS AVENUE,Resale,Strata,69,"24,638",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
CYAN,"3,870,000","1,463.9","2,644",Apr-25,KENG CHIN ROAD,Resale,Strata,136,"28,456",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
BARTLEY RESIDENCES,"833,000",462.85,"1,800",Apr-25,LORONG HOW SUN,Resale,Strata,43,"19,372",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
RESIDENCES @ JANSEN,"1,580,000","1,216.33","1,299",Apr-25,JANSEN ROAD,Resale,Strata,113,"13,982",-,Apartment,1,999 yrs lease commencing from 1876,19,Outside Central Region,01 to 05
EASTERN LAGOON,"3,480,000","2,023.63","1,720",Apr-25,UPPER EAST COAST ROAD,Resale,Strata,188,"18,511",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
EASTPOINT GREEN,"1,270,000","1,140.98","1,113",Apr-25,SIMEI STREET 3,Resale,Strata,106,"11,981",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
BALMORAL HILLS,"4,880,000","1,840.64","2,651",Apr-25,BALMORAL PARK,Resale,Strata,171,"28,538",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
BELMOND GREEN,"2,450,000",979.52,"2,501",Apr-25,BALMORAL ROAD,Resale,Strata,91,"26,923",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
SEASIDE RESIDENCES,"1,980,000",785.77,"2,520",Apr-25,SIGLAP LINK,Resale,Strata,73,"27,123",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,11 to 15
CHELSEA GROVE,"1,454,000",979.52,"1,484",Apr-25,MARTABAN ROAD,Resale,Strata,91,"15,978",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,459,288",731.95,"1,994",Apr-25,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"21,460",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
EAST MEADOWS,"1,680,000","1,227.1","1,369",Apr-25,TANAH MERAH KECHIL ROAD,Resale,Strata,114,"14,737",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,11 to 15
RITZ MANSIONS,"1,880,000","1,302.44","1,443",Apr-25,BALESTIER ROAD,Resale,Strata,121,"15,537",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
EVANIA,"2,065,000","1,420.85","1,453",Apr-25,UPPER PAYA LEBAR ROAD,Resale,Strata,132,"15,644",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THOMSON THREE,"900,000",495.14,"1,818",Apr-25,BRIGHT HILL DRIVE,Resale,Strata,46,"19,565",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,440,000","1,151.75","1,250",Apr-25,CHANGI ROAD,Resale,Strata,107,"13,458",-,Apartment,1,999 yrs lease commencing from 1960,14,Outside Central Region,01 to 05
THE MADEIRA,"1,320,000","1,054.87","1,251",Apr-25,BUKIT BATOK STREET 31,Resale,Strata,98,"13,469",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,16 to 20
THE TAPESTRY,"1,610,000",925.7,"1,739",Apr-25,TAMPINES STREET 86,Resale,Strata,86,"18,721",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
THE TAPESTRY,"1,050,000",602.78,"1,742",Apr-25,TAMPINES STREET 86,Resale,Strata,56,"18,750",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
PRINCIPAL GARDEN,"2,788,800","1,194.8","2,334",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,111,"25,124",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
MOUNT SOPHIA SUITES,"958,000",505.91,"1,894",Apr-25,SOPHIA ROAD,Resale,Strata,47,"20,383",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
SYMPHONY SUITES,"1,025,000",785.77,"1,304",Apr-25,YISHUN CLOSE,Resale,Strata,73,"14,041",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
DUNMAN VIEW,"2,180,000","1,334.74","1,633",Apr-25,HAIG ROAD,Resale,Strata,124,"17,581",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
COMPASS HEIGHTS,"1,695,000","1,291.68","1,312",Apr-25,SENGKANG SQUARE,Resale,Strata,120,"14,125",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,06 to 10
JADESCAPE,"2,758,000","1,140.98","2,417",Apr-25,SHUNFU ROAD,Resale,Strata,106,"26,019",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
THOMSON GRAND,"2,470,000","1,367.03","1,807",Apr-25,SIN MING WALK,Resale,Strata,127,"19,449",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,11 to 15
THE VERANDAH RESIDENCES,"2,570,000","1,248.62","2,058",Apr-25,PASIR PANJANG ROAD,Resale,Strata,116,"22,155",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
NORTH PARK RESIDENCES,"1,058,000",548.96,"1,927",Apr-25,YISHUN CENTRAL 1,Resale,Strata,51,"20,745",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
PALM VISTA,"1,468,000",861.12,"1,705",Apr-25,LORONG G TELOK KURAU,Resale,Strata,80,"18,350",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,220,000",678.13,"1,799",Apr-25,TAMPINES LANE,Resale,Strata,63,"19,365",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
REGENT HEIGHTS,"1,315,000","1,162.51","1,131",Apr-25,BUKIT BATOK EAST AVENUE 5,Resale,Strata,108,"12,176",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
THOMSON GROVE,"2,470,000","1,485.43","1,663",Apr-25,YIO CHU KANG ROAD,Resale,Strata,138,"17,899",-,Condominium,1,Freehold,26,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"1,310,000",893.41,"1,466",Apr-25,UPPER SERANGOON VIEW,Resale,Strata,83,"15,783",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
NV RESIDENCES,"1,400,000","1,087.16","1,288",Apr-25,PASIR RIS GROVE,Resale,Strata,101,"13,861",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
SEASIDE RESIDENCES,"1,295,000",592.02,"2,187",Apr-25,SIGLAP LINK,Resale,Strata,55,"23,545",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,16 to 20
PARK INFINIA AT WEE NAM,"3,380,000","1,463.9","2,309",Apr-25,LINCOLN ROAD,Resale,Strata,136,"24,853",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
VERTICUS,"1,740,000",775.01,"2,245",Apr-25,JALAN KEMAMAN,Resale,Strata,72,"24,167",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
MAYFAIR MODERN,"1,010,000",516.67,"1,955",Apr-25,RIFLE RANGE ROAD,Resale,Strata,48,"21,042",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
KENTVIEW PARK,"1,750,000","1,184.04","1,478",Apr-25,PASIR PANJANG HILL,Resale,Strata,110,"15,909",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
PARC CLEMATIS,"935,000",452.09,"2,068",Apr-25,JALAN LEMPENG,Resale,Strata,42,"22,262",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
D'LEEDON,"1,240,000",635.08,"1,953",Apr-25,LEEDON HEIGHTS,Resale,Strata,59,"21,017",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
PARC BOTANNIA,"1,730,000",968.76,"1,786",Apr-25,FERNVALE STREET,Resale,Strata,90,"19,222",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
THE SAIL @ MARINA BAY,"1,300,000",667.37,"1,948",Apr-25,MARINA BOULEVARD,Resale,Strata,62,"20,968",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,36 to 40
THE M,"1,250,000",527.44,"2,370",Apr-25,MIDDLE ROAD,Resale,Strata,49,"25,510",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
DAINTREE RESIDENCE,"1,418,000",710.42,"1,996",Apr-25,TOH TUCK ROAD,Resale,Strata,66,"21,485",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
LAKEPOINT CONDOMINIUM,"2,050,000","2,486.48",824,Apr-25,LAKEPOINT DRIVE,Resale,Strata,231,"8,874",-,Condominium,1,99 yrs lease commencing from 1983,22,Outside Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,600,000",807.3,"1,982",Apr-25,SILAT AVENUE,Resale,Strata,75,"21,333",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
THE LAKEFRONT RESIDENCES,"1,662,800",990.29,"1,679",Apr-25,LAKESIDE DRIVE,Resale,Strata,92,"18,074",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,01 to 05
LA FLEUR,"710,000",473.62,"1,499",Apr-25,LORONG 26 GEYLANG,Resale,Strata,44,"16,136",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE TRILINQ,"1,380,000",710.42,"1,943",Apr-25,JALAN LEMPENG,Resale,Strata,66,"20,909",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,31 to 35
RIPPLE BAY,"1,720,000","1,237.86","1,389",Apr-25,PASIR RIS LINK,Resale,Strata,115,"14,957",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
ASTORIA PARK,"1,300,000",958,"1,357",Apr-25,LORONG MYDIN,Resale,Strata,89,"14,607",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,06 to 10
MIDWOOD,"1,900,000",990.29,"1,919",Apr-25,HILLVIEW RISE,Resale,Strata,92,"20,652",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,21 to 25
THE SCALA,"1,950,000","1,044.11","1,868",Apr-25,SERANGOON AVENUE 3,Resale,Strata,97,"20,103",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
RIVERTREES RESIDENCES,"1,045,000",699.66,"1,494",Apr-25,FERNVALE CLOSE,Resale,Strata,65,"16,077",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,818,000","1,108.69","1,640",Apr-25,HOUGANG AVENUE 7,Resale,Strata,103,"17,650",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE WINDSOR,"2,990,000","1,829.88","1,634",Apr-25,ONTARIO AVENUE,Resale,Strata,170,"17,588",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05
ARTRA,"1,918,000",828.83,"2,314",Apr-25,ALEXANDRA VIEW,Resale,Strata,77,"24,909",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,21 to 25
PARC RIVIERA,"2,020,000","1,151.75","1,754",Apr-25,WEST COAST VALE,Resale,Strata,107,"18,879",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
EUHABITAT,"2,066,000","1,302.44","1,586",Apr-25,JALAN EUNOS,Resale,Strata,121,"17,074",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
ROBIN SUITES,"1,035,000",462.85,"2,236",Apr-25,ROBIN ROAD,Resale,Strata,43,"24,070",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
TREASURE AT TAMPINES,"1,050,000",678.13,"1,548",Apr-25,TAMPINES LANE,Resale,Strata,63,"16,667",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
PARC CLEMATIS,"900,000",452.09,"1,991",Apr-25,JALAN LEMPENG,Resale,Strata,42,"21,429",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
THE TAPESTRY,"1,868,888","1,173.28","1,593",Apr-25,TAMPINES STREET 86,Resale,Strata,109,"17,146",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE SEAWIND,"1,240,000",656.6,"1,889",Apr-25,LORONG M TELOK KURAU,Resale,Strata,61,"20,328",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
YISHUN EMERALD,"1,280,000","1,184.04","1,081",Apr-25,CANBERRA DRIVE,Resale,Strata,110,"11,636",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15
RIVERBAY,"1,170,000",785.77,"1,489",Apr-25,MAR THOMA ROAD,Resale,Strata,73,"16,027",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
AVON PARK,"2,180,000","1,270.15","1,716",Mar-25,YOUNGBERG TERRACE,Resale,Strata,118,"18,475",-,Condominium,1,Freehold,13,Rest of Central Region,06 to 10
DUO RESIDENCES,"3,388,888","1,614.6","2,099",Mar-25,FRASER STREET,Resale,Strata,150,"22,593",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
ONE-NORTH EDEN,"2,628,888","1,119.46","2,348",Mar-25,SLIM BARRACKS RISE,Resale,Strata,104,"25,278",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
HIGH OAK CONDOMINIUM,"1,680,000","1,184.04","1,419",Mar-25,TOH TUCK ROAD,Resale,Strata,110,"15,273",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
GRANDEUR 8,"2,100,000","1,388.56","1,512",Mar-25,ANG MO KIO CENTRAL 3,Resale,Strata,129,"16,279",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,11 to 15
RACE COURSE 138,"1,625,000","1,431.61","1,135",Mar-25,RACE COURSE ROAD,Resale,Strata,133,"12,218",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CLAREMONT,"2,929,029","1,506.96","1,944",Mar-25,KILLINEY ROAD,Resale,Strata,140,"20,922",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
POLLEN & BLEU,"1,710,000",871.88,"1,961",Mar-25,FARRER DRIVE,Resale,Strata,81,"21,111",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,06 to 10
SPOTTISWOODE 18,"930,000",387.5,"2,400",Mar-25,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"25,833",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
SANCTUARY GREEN,"2,300,000","1,485.43","1,548",Mar-25,TANJONG RHU ROAD,Resale,Strata,138,"16,667",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
PALM SPRING,"4,200,000","1,883.7","2,230",Mar-25,EWE BOON ROAD,Resale,Strata,175,"24,000",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
