Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MELVILLE PARK,"828,888",958,865,Aug-23,SIMEI STREET 1,Resale,Strata,89,"9,313",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
THE GLADES,"1,708,000","1,022.58","1,670",Aug-23,BEDOK RISE,Resale,Strata,95,"17,979",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
THE ELEMENT @ STEVENS,"2,580,000","1,323.97","1,949",Aug-23,STEVENS ROAD,Resale,Strata,123,"20,976",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PARC ROSEWOOD,"841,000",742.72,"1,132",Aug-23,ROSEWOOD DRIVE,Resale,Strata,69,"12,188",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,545,000",882.65,"1,750",Aug-23,BEDOK SOUTH AVENUE 3,Resale,Strata,82,"18,841",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
KENTISH COURT,"1,285,000","1,054.87","1,218",Aug-23,OXFORD ROAD,Resale,Strata,98,"13,112",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
JADE RESIDENCES,"1,960,000","1,184.04","1,655",Aug-23,LEW LIAN VALE,Resale,Strata,110,"17,818",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"1,590,000",753.48,"2,110",Aug-23,COMMONWEALTH AVENUE,Resale,Strata,70,"22,714",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
ORCHARD COURT,"2,638,000","1,453.14","1,815",Aug-23,OXLEY ROAD,Resale,Strata,135,"19,541",-,Apartment,1,993 yrs lease commencing from 1973,09,Core Central Region,01 to 05
ASTORIA PARK,"1,090,000",850.36,"1,282",Aug-23,LORONG MYDIN,Resale,Strata,79,"13,797",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
LINCOLN SUITES,"1,150,000",462.85,"2,485",Aug-23,KHIANG GUAN AVENUE,Resale,Strata,43,"26,744",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
MAYFAIR GARDENS,"1,190,000",592.02,"2,010",Aug-23,RIFLE RANGE ROAD,Resale,Strata,55,"21,636",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE LANAI,"1,923,888","1,323.97","1,453",Aug-23,HILLVIEW AVENUE,Resale,Strata,123,"15,641",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,01 to 05
STRATUM,"630,000",430.56,"1,463",Aug-23,ELIAS ROAD,Resale,Strata,40,"15,750",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE AMBROSIA,"1,300,000",807.3,"1,610",Aug-23,LORONG N TELOK KURAU,Resale,Strata,75,"17,333",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
QUEENS PEAK,"955,000",430.56,"2,218",Aug-23,DUNDEE ROAD,Resale,Strata,40,"23,875",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,06 to 10
THE MINTON,"1,900,000","1,216.33","1,562",Aug-23,HOUGANG STREET 11,Resale,Strata,113,"16,814",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
ECHELON,"1,895,000","1,001.05","1,893",Aug-23,ALEXANDRA VIEW,Resale,Strata,93,"20,376",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
SKIES MILTONIA,"1,180,000","1,033.34","1,142",Aug-23,MILTONIA CLOSE,Resale,Strata,96,"12,292",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
RIPPLE BAY,"1,068,000",785.77,"1,359",Aug-23,PASIR RIS LINK,Resale,Strata,73,"14,630",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE ALPS RESIDENCES,"685,000",462.85,"1,480",Aug-23,TAMPINES STREET 86,Resale,Strata,43,"15,930",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
D'LEEDON,"1,640,000",936.47,"1,751",Aug-23,LEEDON HEIGHTS,Resale,Strata,87,"18,851",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
THE SPRINGBLOOM,"1,220,000",893.41,"1,366",Aug-23,SERANGOON AVENUE 3,Resale,Strata,83,"14,699",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
PINE GROVE,"1,850,000","1,668.42","1,109",Aug-23,PINE GROVE,Resale,Strata,155,"11,935",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,16 to 20
NATURA@HILLVIEW,"710,000",452.09,"1,570",Aug-23,HILLVIEW TERRACE,Resale,Strata,42,"16,905",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
THE OCEANFRONT @ SENTOSA COVE,"3,000,000","1,733","1,731",Aug-23,OCEAN DRIVE,Resale,Strata,161,"18,634",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
LINCOLN SUITES,"990,000",462.85,"2,139",Aug-23,KHIANG GUAN AVENUE,Resale,Strata,43,"23,023",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
SIGNATURE PARK,"1,730,000","1,054.87","1,640",Aug-23,TOH TUCK ROAD,Resale,Strata,98,"17,653",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
SKYLINE RESIDENCES,"1,845,000",828.83,"2,226",Aug-23,TELOK BLANGAH ROAD,Resale,Strata,77,"23,961",-,Condominium,1,Freehold,04,Rest of Central Region,21 to 25
THE QUARTZ,"1,700,000","1,442.38","1,179",Aug-23,COMPASSVALE BOW,Resale,Strata,134,"12,687",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,01 to 05
COSTA RHU,"3,900,000","2,238.91","1,742",Aug-23,RHU CROSS,Resale,Strata,208,"18,750",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"1,238,888","1,248.62",992,Aug-23,YISHUN STREET 81,Resale,Strata,116,"10,680",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
HIGHLINE RESIDENCES,"2,438,000","1,076.4","2,265",Aug-23,KIM TIAN ROAD,Resale,Strata,100,"24,380",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
THE SPRINGBLOOM,"1,570,000","1,130.22","1,389",Aug-23,SERANGOON AVENUE 3,Resale,Strata,105,"14,952",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
AVILA GARDENS,"1,380,000","1,323.97","1,042",Aug-23,FLORA ROAD,Resale,Strata,123,"11,220",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
BOTANIQUE AT BARTLEY,"880,000",495.14,"1,777",Aug-23,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"19,130",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
RV SUITES,"1,020,000",602.78,"1,692",Aug-23,RIVER VALLEY ROAD,Resale,Strata,56,"18,214",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
SUNRISE GARDENS,"1,480,000","1,453.14","1,018",Aug-23,SUNRISE AVENUE,Resale,Strata,135,"10,963",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
THE SEAFRONT ON MEYER,"3,780,000","1,614.6","2,341",Aug-23,MEYER ROAD,Resale,Strata,150,"25,200",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
TORIEVIEW MANSIONS,"2,650,000","2,271.2","1,167",Aug-23,LORONG 29 GEYLANG,Resale,Strata,211,"12,559",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
BAYSHORE PARK,"1,150,000",936.47,"1,228",Aug-23,BAYSHORE ROAD,Resale,Strata,87,"13,218",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
LE QUEST,"1,135,000",699.66,"1,622",Aug-23,BUKIT BATOK STREET 41,Resale,Strata,65,"17,462",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
REGENT RESIDENCES,"1,050,000",688.9,"1,524",Aug-23,SERANGOON ROAD,Resale,Strata,64,"16,406",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE PALETTE,"1,100,000",742.72,"1,481",Aug-23,PASIR RIS GROVE,Resale,Strata,69,"15,942",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
SANDY PALM,"1,170,000","1,248.62",937,Aug-23,JALAN LOYANG BESAR,Resale,Strata,116,"10,086",-,Condominium,1,99 yrs lease commencing from 1996,17,Outside Central Region,01 to 05
REGENT PARK,"1,200,000",904.18,"1,327",Aug-23,JALAN LEMPENG,Resale,Strata,84,"14,286",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
THE TAPESTRY,"765,000",441.32,"1,733",Aug-23,TAMPINES STREET 86,Resale,Strata,41,"18,659",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
THE POIZ RESIDENCES,"1,190,000",581.26,"2,047",Aug-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,54,"22,037",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
VERDURE,"1,970,000","1,065.64","1,849",Aug-23,HOLLAND ROAD,Resale,Strata,99,"19,899",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RIS GRANDEUR,"1,380,000","1,065.64","1,295",Aug-23,ELIAS ROAD,Resale,Strata,99,"13,939",-,Condominium,1,Freehold,18,Outside Central Region,06 to 10
CASA MERAH,"2,020,000","1,550.02","1,303",Aug-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,144,"14,028",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
PARC ROSEWOOD,"760,000",581.26,"1,308",Aug-23,ROSEWOOD DRIVE,Resale,Strata,54,"14,074",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
LEITH GROVE,"1,240,000","1,227.1","1,011",Aug-23,LEITH PARK,Resale,Strata,114,"10,877",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
EDELWEISS PARK CONDOMINIUM,"1,165,000","1,033.34","1,127",Aug-23,FLORA ROAD,Resale,Strata,96,"12,135",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE NAVIAN,"1,175,000",656.6,"1,790",Aug-23,JALAN EUNOS,Resale,Strata,61,"19,262",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
LA FIESTA,"1,650,000","1,001.05","1,648",Aug-23,SENGKANG SQUARE,Resale,Strata,93,"17,742",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
CRADELS,"900,000",581.26,"1,548",Aug-23,LORONG LIMAU,Resale,Strata,54,"16,667",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
COASTARINA,"1,480,000",839.59,"1,763",Aug-23,EAST COAST ROAD,Resale,Strata,78,"18,974",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TANGLIN VIEW,"1,828,000","1,162.51","1,572",Aug-23,PRINCE CHARLES CRESCENT,Resale,Strata,108,"16,926",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
PARC ELEGANCE,"650,000",398.27,"1,632",Aug-23,TELOK KURAU ROAD,Resale,Strata,37,"17,568",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
EUHABITAT,"790,000",538.2,"1,468",Aug-23,JALAN EUNOS,Resale,Strata,50,"15,800",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"988,000",462.85,"2,135",Aug-23,COMMONWEALTH AVENUE,Resale,Strata,43,"22,977",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
THE DAIRY FARM,"1,800,000","1,162.51","1,548",Aug-23,DAIRY FARM ROAD,Resale,Strata,108,"16,667",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,120,000",796.54,"1,406",Aug-23,TAMPINES STREET 86,Resale,Strata,74,"15,135",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
CORONA VILLE,"2,475,000","1,431.61","1,729",Aug-23,JALAN HAJI ALIAS,Resale,Strata,133,"18,609",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
LAUREL TREE,"848,000",807.3,"1,050",Aug-23,HILLVIEW TERRACE,Resale,Strata,75,"11,307",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
MON JERVOIS,"2,620,000","1,388.56","1,887",Aug-23,JERVOIS ROAD,Resale,Strata,129,"20,310",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
SEASCAPE,"4,461,000","2,174.33","2,052",Aug-23,COVE WAY,Resale,Strata,202,"22,084",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,06 to 10
NV RESIDENCES,"1,520,000","1,227.1","1,239",Aug-23,PASIR RIS GROVE,Resale,Strata,114,"13,333",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
NV RESIDENCES,"955,000",742.72,"1,286",Aug-23,PASIR RIS GROVE,Resale,Strata,69,"13,841",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
EAST PALM,"1,860,000","1,194.8","1,557",Aug-23,PALM ROAD,Resale,Strata,111,"16,757",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE POIZ RESIDENCES,"828,000",419.8,"1,972",Aug-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,231",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
SYMPHONY SUITES,"1,300,000","1,022.58","1,271",Aug-23,YISHUN CLOSE,Resale,Strata,95,"13,684",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
NORTH PARK RESIDENCES,"1,680,000",968.76,"1,734",Aug-23,YISHUN CENTRAL 1,Resale,Strata,90,"18,667",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
NOTTINGHILL SUITES,"705,000",398.27,"1,770",Aug-23,TOH TUCK ROAD,Resale,Strata,37,"19,054",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
HILLSTA,"1,168,000",861.12,"1,356",Aug-23,PHOENIX ROAD,Resale,Strata,80,"14,600",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
THE GARDEN RESIDENCES,"1,030,000",613.55,"1,679",Aug-23,SERANGOON NORTH VIEW,Resale,Strata,57,"18,070",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
SANCTUARY GREEN,"2,870,000","1,711.48","1,677",Aug-23,TANJONG RHU ROAD,Resale,Strata,159,"18,050",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
DORSETT RESIDENCES,"1,430,000",688.9,"2,076",Aug-23,NEW BRIDGE ROAD,Resale,Strata,64,"22,344",-,Apartment,1,99 yrs lease commencing from 2009,02,Rest of Central Region,01 to 05
THE TAPESTRY,"788,000",473.62,"1,664",Aug-23,TAMPINES STREET 86,Resale,Strata,44,"17,909",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
ECHELON,"2,718,000","1,313.21","2,070",Aug-23,ALEXANDRA VIEW,Resale,Strata,122,"22,279",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
VALLEY MANSION,"2,000,000","1,140.98","1,753",Aug-23,OXLEY ROAD,Resale,Strata,106,"18,868",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
EASTPOINT GREEN,"985,000",958,"1,028",Aug-23,SIMEI STREET 3,Resale,Strata,89,"11,067",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
SIMSVILLE,"1,630,000","1,237.86","1,317",Aug-23,GEYLANG EAST AVENUE 2,Resale,Strata,115,"14,174",-,Condominium,1,99 yrs lease commencing from 1994,14,Rest of Central Region,06 to 10
PARC RIVIERA,"1,446,400",904.18,"1,600",Aug-23,WEST COAST VALE,Resale,Strata,84,"17,219",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
SIMS URBAN OASIS,"805,000",441.32,"1,824",Aug-23,SIMS DRIVE,Resale,Strata,41,"19,634",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"960,000",441.32,"2,175",Aug-23,COMMONWEALTH AVENUE,Resale,Strata,41,"23,415",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
ROYCE RESIDENCES,"613,000",398.27,"1,539",Aug-23,LORONG 6 GEYLANG,Resale,Strata,37,"16,568",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE BEACON EDGE,"1,270,000",678.13,"1,873",Aug-23,TEMBELING ROAD,Resale,Strata,63,"20,159",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE WISTERIA,"755,000",548.96,"1,375",Aug-23,YISHUN RING ROAD,Resale,Strata,51,"14,804",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
AVILA GARDENS,"1,600,000","1,280.92","1,249",Aug-23,FLORA ROAD,Resale,Strata,119,"13,445",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"2,600,000","1,399.32","1,858",Aug-23,ALEXANDRA VIEW,Resale,Strata,130,"20,000",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,36 to 40
HILLSTA,"788,000",570.49,"1,381",Aug-23,PHOENIX ROAD,Resale,Strata,53,"14,868",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
THE PANORAMA,"1,370,000",699.66,"1,958",Aug-23,ANG MO KIO AVENUE 2,Resale,Strata,65,"21,077",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
THE TAPESTRY,"783,000",473.62,"1,653",Aug-23,TAMPINES STREET 86,Resale,Strata,44,"17,795",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
RIVERTREES RESIDENCES,"1,580,000","1,119.46","1,411",Aug-23,FERNVALE CLOSE,Resale,Strata,104,"15,192",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
LANDRIDGE CONDOMINIUM,"2,380,000","1,646.89","1,445",Aug-23,PASIR PANJANG ROAD,Resale,Strata,153,"15,556",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
JEWEL @ BUANGKOK,"2,258,888","1,334.74","1,692",Aug-23,COMPASSVALE BOW,Resale,Strata,124,"18,217",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE CLEARWATER,"1,550,000","1,259.39","1,231",Aug-23,BEDOK RESERVOIR VIEW,Resale,Strata,117,"13,248",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
8 BASSEIN,"870,000",452.09,"1,924",Aug-23,BASSEIN ROAD,Resale,Strata,42,"20,714",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE GREENWICH,"1,350,000","1,076.4","1,254",Aug-23,SELETAR ROAD,Resale,Strata,100,"13,500",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
LOYANG VALLEY,"1,700,000","1,872.94",908,Aug-23,LOYANG AVENUE,Resale,Strata,174,"9,770",-,Condominium,1,99 yrs lease commencing from 1982,17,Outside Central Region,01 to 05
THE TRIZON,"11,000,000","7,082.71","1,553",Aug-23,RIDGEWOOD CLOSE,Resale,Strata,658,"16,717",-,Condominium,1,Freehold,10,Core Central Region,21 to 25
THE CASCADIA,"2,050,000",990.29,"2,070",Aug-23,BUKIT TIMAH ROAD,Resale,Strata,92,"22,283",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
QUEENS PEAK,"1,850,000",947.23,"1,953",Aug-23,DUNDEE ROAD,Resale,Strata,88,"21,023",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
ADANA @ THOMSON,"1,082,000",559.73,"1,933",Aug-23,OLD UPPER THOMSON ROAD,Resale,Strata,52,"20,808",-,Apartment,1,Freehold,20,Outside Central Region,01 to 05
ICON,"1,220,000",699.66,"1,744",Aug-23,GOPENG STREET,Resale,Strata,65,"18,769",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,21 to 25
1919,"1,278,000",559.73,"2,283",Aug-23,SOPHIA ROAD,Resale,Strata,52,"24,577",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE POIZ RESIDENCES,"975,000",527.44,"1,849",Aug-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,49,"19,898",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
BISHAN PARK CONDOMINIUM,"1,715,000","1,345.5","1,275",Aug-23,SIN MING WALK,Resale,Strata,125,"13,720",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,06 to 10
SIGLAP V,"850,000",516.67,"1,645",Aug-23,FIRST STREET,Resale,Strata,48,"17,708",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
WHITEHAVEN,"1,510,000",947.23,"1,594",Aug-23,PASIR PANJANG ROAD,Resale,Strata,88,"17,159",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
SHAW PLAZA - TWIN HEIGHTS,"2,210,000","1,420.85","1,555",Aug-23,BALESTIER ROAD,Resale,Strata,132,"16,742",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
TORIEVILLE,"855,000",958,892,Aug-23,LORONG 6 GEYLANG,Resale,Strata,89,"9,607",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE MILTONIA RESIDENCES,"942,000",839.59,"1,122",Aug-23,MILTONIA CLOSE,Resale,Strata,78,"12,077",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
MILLAGE,"730,000",462.85,"1,577",Aug-23,CHANGI ROAD,Resale,Strata,43,"16,977",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
WATERSCAPE AT CAVENAGH,"2,330,000","1,334.74","1,746",Aug-23,CAVENAGH ROAD,Resale,Strata,124,"18,790",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE ESTUARY,"800,000",602.78,"1,327",Aug-23,YISHUN AVENUE 1,Resale,Strata,56,"14,286",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,11 to 15
PARC RIVIERA,"1,060,000",667.37,"1,588",Aug-23,WEST COAST VALE,Resale,Strata,62,"17,097",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"750,000",419.8,"1,787",Aug-23,BEDOK SOUTH AVENUE 3,Resale,Strata,39,"19,231",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
THE SANTORINI,"706,800",462.85,"1,527",Aug-23,TAMPINES STREET 86,Resale,Strata,43,"16,437",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
STIRLING RESIDENCES,"2,200,000",979.52,"2,246",Aug-23,STIRLING ROAD,Resale,Strata,91,"24,176",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
HIGH PARK RESIDENCES,"908,000",592.02,"1,534",Aug-23,FERNVALE ROAD,Resale,Strata,55,"16,509",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
TERRASSE,"809,000",656.6,"1,232",Aug-23,TERRASSE LANE,Resale,Strata,61,"13,262",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
PARK INFINIA AT WEE NAM,"3,630,000","1,689.95","2,148",Aug-23,LINCOLN ROAD,Resale,Strata,157,"23,121",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
NEWEST,"2,620,000","2,551.07","1,027",Aug-23,WEST COAST DRIVE,Resale,Strata,237,"11,055",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
CANBERRA RESIDENCES,"725,000",613.55,"1,182",Aug-23,CANBERRA DRIVE,Resale,Strata,57,"12,719",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
LAKEVIEW ESTATE,"1,650,000","1,614.6","1,022",Aug-23,UPPER THOMSON ROAD,Resale,Strata,150,"11,000",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,11 to 15
BRADDELL VIEW,"1,618,000","1,453.14","1,113",Aug-23,BRADDELL HILL,Resale,Strata,135,"11,985",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,16 to 20
BRADDELL VIEW,"1,700,000","1,614.6","1,053",Aug-23,BRADDELL HILL,Resale,Strata,150,"11,333",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,06 to 10
ONE-NORTH RESIDENCES,"970,000",570.49,"1,700",Aug-23,ONE-NORTH GATEWAY,Resale,Strata,53,"18,302",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,01 to 05
HILLVIEW REGENCY,"1,270,000","1,130.22","1,124",Aug-23,BUKIT BATOK EAST AVENUE 2,Resale,Strata,105,"12,095",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,16 to 20
SIGNATURE RESIDENCE,"2,900,000","2,314.26","1,253",Aug-23,GREEN LANE,Resale,Strata,215,"13,488",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE CREEK @ BUKIT,"2,300,000","1,614.6","1,425",Aug-23,TOH TUCK ROAD,Resale,Strata,150,"15,333",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"1,150,000","1,248.62",921,Aug-23,YISHUN STREET 81,Resale,Strata,116,"9,914",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
REGENT PARK,"1,180,000",904.18,"1,305",Aug-23,JALAN LEMPENG,Resale,Strata,84,"14,048",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
TERRASSE,"1,268,000",893.41,"1,419",Aug-23,TERRASSE LANE,Resale,Strata,83,"15,277",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
HAZEL PARK CONDOMINIUM,"2,380,000","1,388.56","1,714",Aug-23,HAZEL PARK TERRACE,Resale,Strata,129,"18,450",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,16 to 20
FORESQUE RESIDENCES,"718,000",462.85,"1,551",Aug-23,PETIR ROAD,Resale,Strata,43,"16,698",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
THE MILTONIA RESIDENCES,"1,300,000","1,140.98","1,139",Aug-23,MILTONIA CLOSE,Resale,Strata,106,"12,264",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,000,000",699.66,"1,429",Aug-23,FERNVALE CLOSE,Resale,Strata,65,"15,385",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
WATERFRONT GOLD,"1,580,000","1,011.82","1,562",Aug-23,BEDOK RESERVOIR ROAD,Resale,Strata,94,"16,809",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
