Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
16 @ AMBER,"1,150,000",710.42,"1,619",Dec-21,AMBER ROAD,Resale,Strata,66,"17,424",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE SANTORINI,"638,000",527.44,"1,210",Dec-21,TAMPINES STREET 86,Resale,Strata,49,"13,020",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
DORSETT RESIDENCES,"1,680,000",839.59,"2,001",Dec-21,NEW BRIDGE ROAD,Resale,Strata,78,"21,538",-,Apartment,1,99 yrs lease commencing from 2009,02,Rest of Central Region,01 to 05
38 I SUITES,"1,345,000","1,076.4","1,250",Dec-21,IPOH LANE,Resale,Strata,100,"13,450",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
THE MAYFAIR,"1,228,000","1,184.04","1,037",Dec-21,JURONG EAST STREET 32,Resale,Strata,110,"11,164",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,11 to 15
THE SANTORINI,"858,000",721.19,"1,190",Dec-21,TAMPINES STREET 86,Resale,Strata,67,"12,806",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
THE TROPICA,"890,000",990.29,899,Dec-21,TAMPINES AVENUE 1,Resale,Strata,92,"9,674",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
THE ESTUARY,"1,400,000","1,442.38",971,Dec-21,YISHUN AVENUE 1,Resale,Strata,134,"10,448",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,01 to 05
LA VIDA @ 130,"690,000",495.14,"1,394",Dec-21,LORONG K TELOK KURAU,Resale,Strata,46,"15,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
YISHUN SAPPHIRE,"1,175,000","1,356.26",866,Dec-21,CANBERRA DRIVE,Resale,Strata,126,"9,325",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,06 to 10
THE SOVEREIGN,"5,840,000","2,637.18","2,214",Dec-21,MEYER ROAD,Resale,Strata,245,"23,837",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
PARC SOPHIA,"996,000",624.31,"1,595",Dec-21,ADIS ROAD,Resale,Strata,58,"17,172",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
RESIDENCES @ EVELYN,"2,200,000","1,033.34","2,129",Dec-21,EVELYN ROAD,Resale,Strata,96,"22,917",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
ORCHID PARK CONDOMINIUM,"1,280,000","1,614.6",793,Dec-21,YISHUN STREET 81,Resale,Strata,150,"8,533",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,11 to 15
PARC BLEU,"660,000",462.85,"1,426",Dec-21,JOO CHIAT PLACE,Resale,Strata,43,"15,349",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
ONE OXLEY RISE,"1,500,000",710.42,"2,111",Dec-21,OXLEY RISE,Resale,Strata,66,"22,727",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
ONE SHENTON,"2,650,000","1,603.84","1,652",Dec-21,SHENTON WAY,Resale,Strata,149,"17,785",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,31 to 35
THE MINTON,"1,448,000","1,345.5","1,076",Dec-21,HOUGANG STREET 11,Resale,Strata,125,"11,584",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
CITY SQUARE RESIDENCES,"1,500,000",839.59,"1,787",Dec-21,KITCHENER LINK,Resale,Strata,78,"19,231",-,Condominium,1,Freehold,08,Rest of Central Region,11 to 15
THE OCEANFRONT @ SENTOSA COVE,"2,853,948","1,711.48","1,668",Dec-21,OCEAN DRIVE,Resale,Strata,159,"17,949",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,06 to 10
SHAW PLAZA - TWIN HEIGHTS,"1,480,000","1,237.86","1,196",Dec-21,BALESTIER ROAD,Resale,Strata,115,"12,870",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
MODENA,"1,690,000","1,560.78","1,083",Dec-21,SIMEI STREET 4,Resale,Strata,145,"11,655",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,06 to 10
TRIBECA,"1,310,000",570.49,"2,296",Dec-21,KIM SENG ROAD,Resale,Strata,53,"24,717",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
CARABELLE,"2,900,000","2,066.69","1,403",Dec-21,WEST COAST WAY,Resale,Strata,192,"15,104",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
WATERTOWN,"1,370,000",914.94,"1,497",Dec-21,PUNGGOL CENTRAL,Resale,Strata,85,"16,118",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
LA FIESTA,"1,140,000",839.59,"1,358",Dec-21,SENGKANG SQUARE,Resale,Strata,78,"14,615",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE CASCADIA,"1,080,000",570.49,"1,893",Dec-21,BUKIT TIMAH ROAD,Resale,Strata,53,"20,377",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
PARC RIVIERA,"980,000",710.42,"1,379",Dec-21,WEST COAST VALE,Resale,Strata,66,"14,848",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
THE VERMONT ON CAIRNHILL,"3,366,000","1,442.38","2,334",Dec-21,CAIRNHILL RISE,Resale,Strata,134,"25,119",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
D'NEST,"1,350,000","1,130.22","1,194",Dec-21,PASIR RIS GROVE,Resale,Strata,105,"12,857",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE SPRINGBLOOM,"1,300,000","1,130.22","1,150",Dec-21,SERANGOON AVENUE 3,Resale,Strata,105,"12,381",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
SHELFORD 23,"2,100,000","1,194.8","1,758",Dec-21,SHELFORD ROAD,Resale,Strata,111,"18,919",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
SYMPHONY HEIGHTS,"1,838,000","1,410.08","1,303",Dec-21,HUME AVENUE,Resale,Strata,131,"14,031",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
UBER 388,"2,500,000","1,517.72","1,647",Dec-21,UPPER EAST COAST ROAD,Resale,Strata,141,"17,730",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
HILLS APARTMENT,"6,300,000","3,638.23","1,732",Dec-21,GOLDHILL AVENUE,Resale,Strata,338,"18,639",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
FLAMINGO VALLEY,"2,380,000","1,485.43","1,602",Dec-21,SIGLAP ROAD,Resale,Strata,138,"17,246",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE LAKEFRONT RESIDENCES,"690,000",495.14,"1,394",Dec-21,LAKESIDE DRIVE,Resale,Strata,46,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,01 to 05
A TREASURE TROVE,"1,292,000","1,044.11","1,237",Dec-21,PUNGGOL WALK,Resale,Strata,97,"13,320",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
TURQUOISE,"3,450,000","2,152.8","1,603",Dec-21,COVE DRIVE,Resale,Strata,200,"17,250",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
8@WOODLEIGH,"636,000",398.27,"1,597",Dec-21,WOODLEIGH CLOSE,Resale,Strata,37,"17,189",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,11 to 15
SKY HABITAT,"2,250,000","1,356.26","1,659",Dec-21,BISHAN STREET 15,Resale,Strata,126,"17,857",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,26 to 30
HILLVIEW RESIDENCE,"1,850,000","1,689.95","1,095",Dec-21,HILLVIEW AVENUE,Resale,Strata,157,"11,783",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,660,000","1,410.08","1,177",Dec-21,FLANDERS SQUARE,Resale,Strata,131,"12,672",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
MOONSTONE RESIDENCES,"1,350,000","1,237.86","1,091",Dec-21,MOONSTONE LANE,Resale,Strata,115,"11,739",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
D'ECOSIA,"782,000",505.91,"1,546",Dec-21,STILL ROAD SOUTH,Resale,Strata,47,"16,638",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
PALM GARDENS,"947,000","1,205.57",786,Dec-21,HONG SAN WALK,Resale,Strata,112,"8,455",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
TREASURES @ G20,"510,000",495.14,"1,030",Dec-21,LORONG 20 GEYLANG,Resale,Strata,46,"11,087",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
CYAN,"2,338,336","1,022.58","2,287",Dec-21,KENG CHIN ROAD,Resale,Strata,95,"24,614",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
OUE TWIN PEAKS,"1,297,000",570.49,"2,273",Dec-21,LEONIE HILL ROAD,Resale,Strata,53,"24,472",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,06 to 10
NV RESIDENCES,"1,500,000","1,453.14","1,032",Dec-21,PASIR RIS GROVE,Resale,Strata,135,"11,111",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
CHANGI COURT,"1,070,000",839.59,"1,274",Dec-21,UPPER CHANGI ROAD EAST,Resale,Strata,78,"13,718",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ADAM PARK CONDOMINIUM,"2,570,000","2,335.79","1,100",Dec-21,ADAM ROAD,Resale,Strata,217,"11,843",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THOMSON THREE,"838,000",495.14,"1,692",Dec-21,BRIGHT HILL DRIVE,Resale,Strata,46,"18,217",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,16 to 20
THE VIRIDIAN,"1,399,999",893.41,"1,567",Dec-21,JALAN AMPAS,Resale,Strata,83,"16,867",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
PARC ROSEWOOD,"545,000",430.56,"1,266",Dec-21,ROSEWOOD DRIVE,Resale,Strata,40,"13,625",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
D'ECOSIA,"815,000",505.91,"1,611",Dec-21,STILL ROAD SOUTH,Resale,Strata,47,"17,340",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
TERRASSE,"980,000",850.36,"1,152",Dec-21,TERRASSE LANE,Resale,Strata,79,"12,405",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
SENNETT RESIDENCE,"845,000",505.91,"1,670",Dec-21,PHENG GECK AVENUE,Resale,Strata,47,"17,979",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,01 to 05
SIMS URBAN OASIS,"1,625,000",958,"1,696",Dec-21,SIMS DRIVE,Resale,Strata,89,"18,258",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
PALM ISLES,"978,888",990.29,988,Dec-21,FLORA DRIVE,Resale,Strata,92,"10,640",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,06 to 10
BOTANIQUE AT BARTLEY,"810,000",516.67,"1,568",Dec-21,UPPER PAYA LEBAR ROAD,Resale,Strata,48,"16,875",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
SUITES 28,"1,020,000",850.36,"1,199",Dec-21,LORONG 30 GEYLANG,Resale,Strata,79,"12,911",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
MOUNTBATTEN REGENCY,"1,680,000","1,140.98","1,472",Dec-21,MOUNTBATTEN ROAD,Resale,Strata,106,"15,849",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SKIES MILTONIA,"638,000",484.38,"1,317",Dec-21,MILTONIA CLOSE,Resale,Strata,45,"14,178",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
THE GLADES,"735,000",484.38,"1,517",Dec-21,BEDOK RISE,Resale,Strata,45,"16,333",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
CONCOURSE SKYLINE,"2,100,000","1,097.93","1,913",Dec-21,BEACH ROAD,Resale,Strata,102,"20,588",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,26 to 30
CLOVER BY THE PARK,"2,150,000","1,603.84","1,341",Dec-21,BISHAN STREET 25,Resale,Strata,149,"14,430",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,01 to 05
THE GREENWICH,"700,000",656.6,"1,066",Dec-21,SELETAR ROAD,Resale,Strata,61,"11,475",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
THE ACACIAS,"863,000",635.08,"1,359",Dec-21,SOMMERVILLE ROAD,Resale,Strata,59,"14,627",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
D'SAVILLE,"2,800,000","2,561.83","1,093",Dec-21,JALAN TENGGIRI,Resale,Strata,238,"11,765",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE SANTORINI,"628,000",527.44,"1,191",Dec-21,TAMPINES STREET 86,Resale,Strata,49,"12,816",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
PALM SPRING,"2,250,000","1,065.64","2,111",Dec-21,EWE BOON ROAD,Resale,Strata,99,"22,727",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE MAYFAIR,"1,162,000","1,184.04",981,Dec-21,JURONG EAST STREET 32,Resale,Strata,110,"10,564",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,06 to 10
EIGHT RIVERSUITES,"1,030,000",699.66,"1,472",Nov-21,WHAMPOA EAST,Resale,Strata,65,"15,846",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,01 to 05
HILLTOPS,"7,724,000","2,378.84","3,247",Nov-21,CAIRNHILL CIRCLE,Resale,Strata,221,"34,950",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
THE INSPIRA,"1,950,000",936.47,"2,082",Nov-21,ARNASALAM CHETTY ROAD,Resale,Strata,87,"22,414",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
TERRENE AT BUKIT TIMAH,"1,883,000","1,076.4","1,749",Nov-21,JALAN JURONG KECHIL,Resale,Strata,100,"18,830",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
QUEENS,"1,638,000","1,184.04","1,383",Nov-21,STIRLING ROAD,Resale,Strata,110,"14,891",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,26 to 30
RIO VISTA,"1,370,000","1,377.79",994,Nov-21,UPPER SERANGOON VIEW,Resale,Strata,128,"10,703",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
GLOBAL VILLE,"1,148,000",893.41,"1,285",Nov-21,JALAN RAJA UDANG,Resale,Strata,83,"13,831",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
ALEX RESIDENCES,"1,400,000",678.13,"2,064",Nov-21,ALEXANDRA VIEW,Resale,Strata,63,"22,222",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
LAKEVILLE,"1,100,000",764.24,"1,439",Nov-21,JURONG LAKE LINK,Resale,Strata,71,"15,493",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
SOUTHAVEN I,"2,450,000","2,960.1",828,Nov-21,HINDHEDE WALK,Resale,Strata,275,"8,909",-,Condominium,1,99 yrs lease commencing from 1994,21,Outside Central Region,06 to 10
THE LAKEFRONT RESIDENCES,"1,450,000","1,022.58","1,418",Nov-21,LAKESIDE DRIVE,Resale,Strata,95,"15,263",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,11 to 15
THE LAKEFRONT RESIDENCES,"675,000",495.14,"1,363",Nov-21,LAKESIDE DRIVE,Resale,Strata,46,"14,674",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,01 to 05
PARKVIEW APARTMENTS,"875,000","1,119.46",782,Nov-21,BUKIT BATOK STREET 25,Resale,Strata,104,"8,413",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10
EIGHT RIVERSUITES,"1,330,000",936.47,"1,420",Nov-21,WHAMPOA EAST,Resale,Strata,87,"15,287",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
WU DE BUILDING,"1,300,000","1,259.39","1,032",Nov-21,BEATTY ROAD,Resale,Strata,117,"11,111",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
WU DE BUILDING,"1,300,000","1,259.39","1,032",Nov-21,BEATTY ROAD,Resale,Strata,117,"11,111",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
WATERBANK AT DAKOTA,"818,000",484.38,"1,689",Nov-21,DAKOTA CRESCENT,Resale,Strata,45,"18,178",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,11 to 15
EIGHT RIVERSUITES,"1,060,000",699.66,"1,515",Nov-21,WHAMPOA EAST,Resale,Strata,65,"16,308",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
THE PIER AT ROBERTSON,"1,360,000",742.72,"1,831",Nov-21,MOHAMED SULTAN ROAD,Resale,Strata,69,"19,710",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
WATERVIEW,"1,238,000","1,130.22","1,095",Nov-21,TAMPINES AVENUE 1,Resale,Strata,105,"11,790",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"1,030,000","1,248.62",825,Nov-21,YISHUN STREET 81,Resale,Strata,116,"8,879",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
MOUNT SOPHIA SUITES,"1,233,000",678.13,"1,818",Nov-21,SOPHIA ROAD,Resale,Strata,63,"19,571",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
COCO PALMS,"1,810,000","1,377.79","1,314",Nov-21,PASIR RIS GROVE,Resale,Strata,128,"14,141",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE CREEK @ BUKIT,"1,360,000",785.77,"1,731",Nov-21,TOH TUCK ROAD,Resale,Strata,73,"18,630",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
D'NEST,"615,000",484.38,"1,270",Nov-21,PASIR RIS GROVE,Resale,Strata,45,"13,667",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE TRILINQ,"2,190,000","1,517.72","1,443",Nov-21,JALAN LEMPENG,Resale,Strata,141,"15,532",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
THE GERANIUM,"1,228,000",947.23,"1,296",Nov-21,MANGIS ROAD,Resale,Strata,88,"13,955",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
CITY LOFT,"586,000",344.45,"1,701",Nov-21,RACE COURSE ROAD,Resale,Strata,32,"18,313",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PARC OASIS,"1,220,000","1,227.1",994,Nov-21,JURONG EAST AVENUE 1,Resale,Strata,114,"10,702",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05
THE TRUMPS,"853,888",645.84,"1,322",Nov-21,JALAN KEMBANGAN,Resale,Strata,60,"14,231",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,11 to 15
SYMPHONY SUITES,"1,180,000","1,022.58","1,154",Nov-21,YISHUN CLOSE,Resale,Strata,95,"12,421",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
HIGHLINE RESIDENCES,"2,220,000","1,076.4","2,062",Nov-21,KIM TIAN ROAD,Resale,Strata,100,"22,200",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,472,880",968.76,"1,520",Nov-21,MOUNT VERNON ROAD,Resale,Strata,90,"16,365",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
THE MILTONIA RESIDENCES,"980,000","1,001.05",979,Nov-21,MILTONIA CLOSE,Resale,Strata,93,"10,538",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
SEA ESTA,"1,050,000",904.18,"1,161",Nov-21,PASIR RIS LINK,Resale,Strata,84,"12,500",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
LIVIA,"1,058,000","1,151.75",919,Nov-21,PASIR RIS GROVE,Resale,Strata,107,"9,888",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
BEDOK RESIDENCES,"968,000",678.13,"1,427",Nov-21,BEDOK NORTH DRIVE,Resale,Strata,63,"15,365",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
THE FLORENTINE,"2,127,872","2,077.45","1,024",Nov-21,FLORENCE ROAD,Resale,Strata,193,"11,025",-,Apartment,1,947 yrs lease commencing from 1934,19,Outside Central Region,01 to 05
WATERTOWN,"810,000",570.49,"1,420",Nov-21,PUNGGOL CENTRAL,Resale,Strata,53,"15,283",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
SKIES MILTONIA,"820,000",742.72,"1,104",Nov-21,MILTONIA CLOSE,Resale,Strata,69,"11,884",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,120,000",914.94,"1,224",Nov-21,LORONG HOW SUN,Resale,Strata,85,"13,176",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
WATERFRONT ISLE,"1,100,000",893.41,"1,231",Nov-21,BEDOK RESERVOIR ROAD,Resale,Strata,83,"13,253",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
NORTHWOOD,"1,555,888","1,334.74","1,166",Nov-21,JALAN MATA AYER,Resale,Strata,124,"12,547",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
THE PIER AT ROBERTSON,"1,520,000",731.95,"2,077",Nov-21,MOHAMED SULTAN ROAD,Resale,Strata,68,"22,353",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
MELVILLE PARK,"845,000","1,205.57",701,Nov-21,SIMEI STREET 1,Resale,Strata,112,"7,545",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
BAYSHORE PARK,"960,000",936.47,"1,025",Nov-21,BAYSHORE ROAD,Resale,Strata,87,"11,034",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
EUHABITAT,"717,000",527.44,"1,359",Nov-21,JALAN EUNOS,Resale,Strata,49,"14,633",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
HIGH OAK CONDOMINIUM,"1,458,000","1,216.33","1,199",Nov-21,TOH TUCK ROAD,Resale,Strata,113,"12,903",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
BALLOTA PARK CONDOMINIUM,"1,318,000","1,474.67",894,Nov-21,MARIAM WAY,Resale,Strata,137,"9,620",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE STELLAR,"1,860,000","1,345.5","1,382",Nov-21,WEST COAST ROAD,Resale,Strata,125,"14,880",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
YISHUN SAPPHIRE,"995,000","1,184.04",840,Nov-21,CANBERRA DRIVE,Resale,Strata,110,"9,045",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15
THE ARTE,"1,780,000","1,054.87","1,687",Nov-21,JALAN RAJA UDANG,Resale,Strata,98,"18,163",-,Condominium,1,Freehold,12,Rest of Central Region,26 to 30
REFLECTIONS AT KEPPEL BAY,"5,000,000","3,078.5","1,624",Nov-21,KEPPEL BAY VIEW,Resale,Strata,286,"17,483",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,36 to 40
LA VILLE,"152,000,000","65,488.18","2,321",Nov-21,TANJONG RHU ROAD,Resale,Strata,"6,084","24,984",-,Condominium,40,Freehold,15,Rest of Central Region,11 to 15
COASTAL BREEZE RESIDENCES,"1,244,888","1,334.74",933,Nov-21,LOYANG BESAR CLOSE,Resale,Strata,124,"10,039",-,Condominium,1,99 yrs lease commencing from 2008,17,Outside Central Region,01 to 05
THE CLEARWATER,"1,310,000","1,227.1","1,068",Nov-21,BEDOK RESERVOIR VIEW,Resale,Strata,114,"11,491",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,11 to 15
KINGSFORD . HILLVIEW PEAK,"1,375,000","1,044.11","1,317",Nov-21,HILLVIEW RISE,Resale,Strata,97,"14,175",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
THE TEMBUSU,"2,418,000","1,388.56","1,741",Nov-21,TAMPINES ROAD,Resale,Strata,129,"18,744",-,Condominium,1,Freehold,19,Outside Central Region,16 to 20
THE SPRINGBLOOM,"1,700,000","1,453.14","1,170",Nov-21,SERANGOON AVENUE 3,Resale,Strata,135,"12,593",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,01 to 05
SHELFORD SUITES,"3,850,000","4,111.85",936,Nov-21,SHELFORD ROAD,Resale,Strata,382,"10,079",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
PALM GROVE CONDOMINIUM,"2,438,000","1,840.64","1,325",Nov-21,PALM GROVE AVENUE,Resale,Strata,171,"14,257",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
RIO VISTA,"1,265,000","1,377.79",918,Nov-21,UPPER SERANGOON VIEW,Resale,Strata,128,"9,883",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
MARINA ONE RESIDENCES,"4,620,000","1,560.78","2,960",Nov-21,MARINA WAY,Resale,Strata,145,"31,862",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
ST REGIS RESIDENCES SINGAPORE,"10,050,000","3,756.64","2,675",Nov-21,TANGLIN ROAD,Resale,Strata,349,"28,797",-,Apartment,1,999 yrs lease commencing from 1995,10,Core Central Region,16 to 20
CITY LOFT,"630,000",376.74,"1,672",Nov-21,RACE COURSE ROAD,Resale,Strata,35,"18,000",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
THE SERENADE @ HOLLAND,"2,650,000","1,905.23","1,391",Nov-21,HOLLAND ROAD,Resale,Strata,177,"14,972",-,Condominium,1,99 yrs lease commencing from 2001,10,Core Central Region,06 to 10
LAGUNA 88,"2,000,000","2,357.32",848,Nov-21,EASTWOOD ROAD,Resale,Strata,219,"9,132",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
THE ARC AT DRAYCOTT,"3,250,000","1,270.15","2,559",Nov-21,DRAYCOTT DRIVE,Resale,Strata,118,"27,542",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
SIGNATURE PARK,"1,500,000","1,054.87","1,422",Nov-21,TOH TUCK ROAD,Resale,Strata,98,"15,306",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
PARC OLYMPIA,"608,000",495.14,"1,228",Nov-21,FLORA DRIVE,Resale,Strata,46,"13,217",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
